trade_type,acct_num,sec_symbol,trade_date,trade_lot,transaction_id
SELL,CO-11627,CMG,2019-06-03,40000,05118375
BUY,CO-11627,COF,2017-01-24,10000,01618997
SELL,CO-11627,COF,2019-02-28,10000,01618997
BUY,CO-11627,AMD,2017-01-18,80000,04112864
SELL,CO-11627,AMD,2019-01-29,80000,04112864
BUY,CO-11627,DIS,2017-07-18,70000,08052228
SELL,CO-11627,DIS,2019-11-06,70000,08052228
BUY,CO-11627,AMD,2017-05-15,20000,04300794
SELL,CO-11627,AMD,2019-05-14,20000,04300794
BUY,CO-11627,DIS,2017-01-30,60000,03898031
SELL,CO-11627,DIS,2019-05-22,60000,03898031
BUY,CO-11627,AMD,2017-06-23,20000,03214632
SELL,CO-11627,AMD,2019-05-21,20000,03214632
BUY,CO-11627,COF,2017-09-20,80000,06372880
SELL,CO-11627,COF,2019-11-07,80000,06372880
BUY,CO-11627,COF,2017-10-13,20000,03659768
SELL,CO-11627,COF,2020-11-24,20000,03659768
BUY,CO-11627,CMG,2017-02-28,60000,05457215
SELL,CO-11627,CMG,2020-02-20,60000,05457215
BUY,CO-11627,CMG,2017-08-21,40000,06969066
SELL,CO-11627,CMG,2019-07-03,40000,06969066
BUY,CO-11627,NKE,2017-05-10,10000,08463637
SELL,CO-11627,NKE,2019-02-01,10000,08463637
BUY,CO-11627,MSFT,2017-07-14,60000,04864295
SELL,CO-11627,MSFT,2019-11-01,60000,04864295
BUY,CO-11627,MSFT,2017-07-31,60000,07554744
SELL,CO-11627,MSFT,2019-08-19,60000,07554744
BUY,CO-11627,NKE,2017-03-06,70000,09460641
SELL,CO-11627,NKE,2019-01-29,70000,09460641
BUY,CO-11627,AMD,2017-06-14,50000,08885586
SELL,CO-11627,AMD,2020-02-05,50000,08885586
BUY,CO-11627,AMD,2017-06-29,80000,03938618
SELL,CO-11627,AMD,2020-06-29,80000,03938618
BUY,CO-11627,INTC,2017-08-09,70000,08904703
SELL,CO-11627,INTC,2020-05-04,70000,08904703
BUY,CO-11627,CMG,2017-05-04,30000,06922856
SELL,CO-11627,CMG,2019-03-20,30000,06922856
BUY,CO-11627,SQ,2017-02-03,70000,02943705
SELL,CO-11627,SQ,2018-12-17,70000,02943705
BUY,CO-11627,DIS,2017-06-16,10000,06417472
SELL,CO-11627,DIS,2020-03-18,10000,06417472
BUY,CO-11627,UA,2017-10-17,20000,04190481
SELL,CO-11627,UA,2020-03-19,20000,04190481
BUY,CO-11627,AMD,2017-01-20,40000,04435035
SELL,CO-11627,AMD,2019-06-10,40000,04435035
BUY,CO-11627,DIS,2017-06-26,50000,09628323
SELL,CO-11627,DIS,2019-03-04,50000,09628323
BUY,CO-11627,CMG,2017-06-29,20000,06110666
SELL,CO-11627,CMG,2019-12-04,20000,06110666
BUY,CO-11627,MSFT,2017-02-21,30000,06349712
SELL,CO-11627,MSFT,2020-03-10,30000,06349712
BUY,CO-11627,COF,2017-10-17,40000,03776538
SELL,CO-11627,COF,2019-12-30,40000,03776538
BUY,CO-11627,INTC,2017-01-05,20000,09336684
SELL,CO-11627,INTC,2019-07-01,20000,09336684
BUY,CO-11627,MSFT,2017-03-10,40000,05854469
SELL,CO-11627,MSFT,2019-07-22,40000,05854469
BUY,CO-11627,AMD,2017-07-03,30000,06251725
SELL,CO-11627,AMD,2019-06-26,30000,06251725
BUY,CO-11627,UA,2017-09-05,30000,03659158
SELL,CO-11627,UA,2020-10-14,30000,03659158
BUY,CO-11627,INTC,2017-02-21,90000,06569318
SELL,CO-11627,INTC,2019-11-04,90000,06569318
BUY,CO-11627,AMD,2017-07-06,20000,09075516
SELL,CO-11627,AMD,2020-04-02,20000,09075516
BUY,CO-11627,DIS,2017-08-16,30000,04276255
SELL,CO-11627,DIS,2020-01-07,30000,04276255
BUY,CO-11627,AMD,2017-10-03,10000,06695666
SELL,CO-11627,AMD,2019-10-15,10000,06695666
BUY,CO-11627,SQ,2017-09-05,40000,06790526
SELL,CO-11627,SQ,2019-07-02,40000,06790526
BUY,CO-11627,CMG,2017-05-08,50000,07619796
SELL,CO-11627,CMG,2019-05-14,50000,07619796
BUY,CO-11627,MSFT,2017-10-18,70000,08255617
SELL,CO-11627,MSFT,2019-11-01,70000,08255617
BUY,CO-11627,AMD,2017-04-21,10000,02537465
SELL,CO-11627,AMD,2019-06-18,10000,02537465
BUY,CO-11627,SQ,2017-05-30,40000,08986587
SELL,CO-11627,SQ,2020-01-17,40000,08986587
BUY,CO-11627,MSFT,2017-08-14,50000,03708388
SELL,CO-11627,MSFT,2019-06-12,50000,03708388
BUY,CO-11627,CRM,2017-02-15,90000,08002879
SELL,CO-11627,CRM,2018-10-29,90000,08002879
BUY,CO-11627,SQ,2017-02-28,90000,04588310
SELL,CO-11627,SQ,2019-09-09,90000,04588310
BUY,CO-11627,INTC,2017-06-26,40000,09094146
SELL,CO-11627,INTC,2019-05-29,40000,09094146
BUY,CO-11627,INTC,2017-09-18,40000,02556665
SELL,CO-11627,INTC,2019-11-19,40000,02556665
BUY,CO-11627,NKE,2017-06-05,90000,08487737
SELL,CO-11627,NKE,2020-05-01,90000,08487737
BUY,CO-11627,SQ,2017-06-07,10000,04326188
SELL,CO-11627,SQ,2020-07-01,10000,04326188
BUY,CO-11627,CMG,2017-06-05,10000,09035915
SELL,CO-11627,CMG,2019-11-14,10000,09035915
BUY,CO-11627,CRM,2017-08-31,20000,06008346
SELL,CO-11627,CRM,2020-07-02,20000,06008346
BUY,CO-11627,UA,2017-04-13,90000,09144371
SELL,CO-11627,UA,2019-02-12,90000,09144371
BUY,CO-11627,SQ,2017-08-09,30000,09021837
SELL,CO-11627,SQ,2020-08-28,30000,09021837
BUY,CO-11627,DIS,2017-08-09,30000,03848132
SELL,CO-11627,DIS,2019-10-30,30000,03848132
BUY,CO-11627,AMD,2017-05-03,50000,06325049
SELL,CO-11627,AMD,2019-07-25,50000,06325049
BUY,CO-11627,COF,2017-03-29,90000,05000212
SELL,CO-11627,COF,2019-07-17,90000,05000212
BUY,CO-11627,DIS,2017-07-18,50000,08200203
SELL,CO-11627,DIS,2019-03-15,50000,08200203
BUY,CO-11627,MSFT,2017-06-30,20000,04986329
SELL,CO-11627,MSFT,2019-07-31,20000,04986329
BUY,CO-11627,INTC,2017-09-13,60000,08526982
SELL,CO-11627,INTC,2020-04-22,60000,08526982
BUY,CO-11627,UA,2017-04-28,50000,08145085
SELL,CO-11627,UA,2020-03-13,50000,08145085
BUY,CO-11627,COF,2017-03-07,70000,04624890
SELL,CO-11627,COF,2019-09-24,70000,04624890
BUY,CO-11627,INTC,2017-10-10,50000,03717462
SELL,CO-11627,INTC,2020-09-22,50000,03717462
BUY,CO-11627,CMG,2017-04-13,30000,03836553
SELL,CO-11627,CMG,2020-05-27,30000,03836553
BUY,CO-11627,CMG,2017-09-11,90000,01331594
SELL,CO-11627,CMG,2020-10-07,90000,01331594
BUY,CO-76728,COF,2016-05-03,70000,03826203
SELL,CO-76728,COF,2016-11-10,70000,03826203
BUY,CO-76728,AMD,2016-05-16,90000,02832309
SELL,CO-76728,AMD,2016-11-28,90000,02832309
BUY,CO-76728,MSFT,2016-06-14,40000,01764941
SELL,CO-76728,MSFT,2016-12-08,40000,01764941
BUY,CO-76728,UA,2016-04-20,10000,07706599
SELL,CO-76728,UA,2016-09-23,10000,07706599
BUY,CO-76728,SQ,2016-06-09,50000,01512724
SELL,CO-76728,SQ,2017-07-05,50000,01512724
BUY,CO-76728,CMG,2016-07-26,60000,02101584
SELL,CO-76728,CMG,2017-03-31,60000,02101584
BUY,CO-76728,CMG,2016-04-28,10000,05437988
SELL,CO-76728,CMG,2017-05-19,10000,05437988
BUY,CO-76728,SQ,2016-04-26,50000,04606641
SELL,CO-76728,SQ,2017-10-20,50000,04606641
BUY,CO-76728,MSFT,2016-07-13,40000,05637787
SELL,CO-76728,MSFT,2017-08-28,40000,05637787
BUY,CO-76728,MSFT,2016-07-26,60000,04603795
SELL,CO-76728,MSFT,2017-01-13,60000,04603795
BUY,CO-76728,CRM,2016-06-13,20000,08154565
SELL,CO-76728,CRM,2017-05-03,20000,08154565
BUY,CO-76728,INTC,2016-06-07,70000,05546589
SELL,CO-76728,INTC,2017-04-18,70000,05546589
BUY,CO-76728,AMD,2016-08-08,10000,02555084
SELL,CO-76728,AMD,2017-09-14,10000,02555084
BUY,CO-76728,UA,2016-06-20,40000,06925615
SELL,CO-76728,UA,2017-12-12,40000,06925615
BUY,CO-76728,UA,2016-04-13,60000,05377594
SELL,CO-76728,UA,2017-09-20,60000,05377594
BUY,CO-76728,DIS,2016-05-25,60000,01310474
SELL,CO-76728,DIS,2016-09-26,60000,01310474
BUY,CO-76728,UA,2016-07-26,30000,09940278
SELL,CO-76728,UA,2017-02-24,30000,09940278
BUY,CO-76728,SQ,2016-05-02,70000,04372748
SELL,CO-76728,SQ,2016-08-25,70000,04372748
BUY,CO-76728,CRM,2016-05-17,60000,03151488
SELL,CO-76728,CRM,2017-10-11,60000,03151488
BUY,CO-76728,MSFT,2016-07-21,10000,04186601
SELL,CO-76728,MSFT,2018-01-31,10000,04186601
BUY,CO-76728,NKE,2016-06-06,60000,08445489
SELL,CO-76728,NKE,2017-05-23,60000,08445489
BUY,CO-76728,AMD,2016-06-10,30000,03372626
SELL,CO-76728,AMD,2017-11-30,30000,03372626
BUY,CO-76728,MSFT,2016-07-01,70000,09115881
SELL,CO-76728,MSFT,2017-12-22,70000,09115881
BUY,CO-76728,CRM,2016-07-28,80000,08480035
SELL,CO-76728,CRM,2018-01-03,80000,08480035
BUY,CO-76728,CRM,2016-04-08,30000,05692385
SELL,CO-76728,CRM,2016-08-01,30000,05692385
BUY,CO-76728,INTC,2016-05-03,50000,06316758
SELL,CO-76728,INTC,2016-07-20,50000,06316758
BUY,CO-76728,UA,2016-04-05,70000,05723091
SELL,CO-76728,UA,2016-11-10,70000,05723091
BUY,CO-76728,CMG,2016-06-02,30000,02609570
SELL,CO-76728,CMG,2017-08-18,30000,02609570
BUY,CO-76728,COF,2016-05-11,80000,05972156
SELL,CO-76728,COF,2017-02-01,80000,05972156
BUY,CO-76728,UA,2016-07-19,60000,06474207
SELL,CO-76728,UA,2017-03-31,60000,06474207
BUY,CO-76728,SQ,2016-05-11,10000,03094154
SELL,CO-76728,SQ,2016-06-30,10000,03094154
BUY,CO-76728,UA,2016-06-17,30000,06179585
SELL,CO-76728,UA,2016-09-14,30000,06179585
BUY,CO-76728,NKE,2016-05-31,70000,07708359
SELL,CO-76728,NKE,2017-03-28,70000,07708359
BUY,CO-76728,UA,2016-04-25,50000,09845064
SELL,CO-76728,UA,2016-12-16,50000,09845064
BUY,CO-76728,CMG,2016-07-15,90000,08892844
SELL,CO-76728,CMG,2017-07-07,90000,08892844
BUY,CO-76728,AMD,2016-04-05,40000,09922409
SELL,CO-76728,AMD,2017-06-15,40000,09922409
BUY,CO-76728,UA,2016-06-16,60000,02220542
SELL,CO-76728,UA,2016-12-07,60000,02220542
BUY,CO-76728,CRM,2016-05-06,70000,06404941
SELL,CO-76728,CRM,2017-10-30,70000,06404941
BUY,CO-76728,DIS,2016-05-16,20000,08581699
SELL,CO-76728,DIS,2017-04-24,20000,08581699
BUY,CO-76728,INTC,2016-05-04,10000,02155649
SELL,CO-76728,INTC,2017-07-07,10000,02155649
BUY,CO-76728,AMD,2016-04-05,70000,03540543
SELL,CO-76728,AMD,2016-11-04,70000,03540543
BUY,CO-76728,NKE,2016-06-29,70000,03460504
SELL,CO-76728,NKE,2017-09-27,70000,03460504
BUY,CO-76728,SQ,2016-05-09,70000,02576558
SELL,CO-76728,SQ,2017-01-04,70000,02576558
BUY,CO-76728,COF,2016-06-02,40000,03368016
SELL,CO-76728,COF,2017-12-29,40000,03368016
BUY,CO-76728,UA,2016-06-07,30000,09500706
SELL,CO-76728,UA,2016-12-01,30000,09500706
BUY,CO-76728,MSFT,2016-04-20,60000,01063559
SELL,CO-76728,MSFT,2017-01-25,60000,01063559
BUY,CO-76728,COF,2016-04-20,90000,01749043
SELL,CO-76728,COF,2016-08-24,90000,01749043
BUY,CO-76728,AMD,2016-05-17,90000,02027655
SELL,CO-76728,AMD,2016-11-29,90000,02027655
BUY,CO-76728,MSFT,2016-05-10,60000,08265185
SELL,CO-76728,MSFT,2017-12-07,60000,08265185
BUY,CO-76728,COF,2016-06-10,70000,09088750
SELL,CO-76728,COF,2017-06-16,70000,09088750
BUY,CO-76728,AMD,2016-07-06,60000,05409766
SELL,CO-76728,AMD,2017-04-28,60000,05409766
BUY,CO-76728,UA,2016-04-14,60000,01097404
SELL,CO-76728,UA,2017-03-17,60000,01097404
BUY,CO-76728,SQ,2016-08-03,20000,02123059
SELL,CO-76728,SQ,2017-06-07,20000,02123059
BUY,CO-76728,CMG,2016-05-27,80000,02587206
SELL,CO-76728,CMG,2016-10-17,80000,02587206
BUY,CO-76728,AMD,2016-08-02,50000,01929278
SELL,CO-76728,AMD,2017-08-31,50000,01929278
BUY,CO-76728,UA,2016-05-26,70000,05228755
SELL,CO-76728,UA,2017-01-20,70000,05228755
BUY,CO-76728,DIS,2016-05-09,80000,09199684
SELL,CO-76728,DIS,2016-09-06,80000,09199684
BUY,CO-76728,MSFT,2016-07-05,20000,08416573
SELL,CO-76728,MSFT,2017-05-01,20000,08416573
BUY,CO-76728,DIS,2016-05-03,50000,07591251
SELL,CO-76728,DIS,2016-10-28,50000,07591251
BUY,CO-76728,AMD,2016-07-15,40000,03747231
SELL,CO-76728,AMD,2017-11-30,40000,03747231
BUY,CO-76728,UA,2016-07-22,90000,06709528
SELL,CO-76728,UA,2018-01-03,90000,06709528
BUY,CO-76728,UA,2016-07-21,30000,09062987
SELL,CO-76728,UA,2016-09-12,30000,09062987
BUY,CO-76728,CMG,2016-07-13,10000,05276931
SELL,CO-76728,CMG,2016-11-08,10000,05276931
BUY,CO-76728,UA,2016-05-17,40000,09573228
SELL,CO-76728,UA,2016-10-31,40000,09573228
BUY,CO-76728,DIS,2016-07-14,30000,08353555
SELL,CO-76728,DIS,2018-02-14,30000,08353555
BUY,CO-76728,INTC,2016-07-06,50000,02600377
SELL,CO-76728,INTC,2018-01-26,50000,02600377
BUY,CO-76728,CMG,2016-06-28,30000,01980736
SELL,CO-76728,CMG,2017-07-07,30000,01980736
BUY,CO-76728,DIS,2016-05-26,40000,03291262
SELL,CO-76728,DIS,2017-01-17,40000,03291262
BUY,CO-76728,CMG,2016-06-08,80000,01999263
SELL,CO-76728,CMG,2016-09-08,80000,01999263
BUY,CO-76728,CRM,2016-08-02,70000,07685069
SELL,CO-76728,CRM,2016-10-12,70000,07685069
BUY,CO-76728,SQ,2016-06-16,70000,04430645
SELL,CO-76728,SQ,2016-09-09,70000,04430645
BUY,CO-76728,CMG,2016-08-02,40000,02354421
SELL,CO-76728,CMG,2017-01-25,40000,02354421
BUY,CO-76728,DIS,2016-07-26,10000,08687273
SELL,CO-76728,DIS,2018-02-15,10000,08687273
BUY,CO-76728,MSFT,2016-04-27,30000,07784345
SELL,CO-76728,MSFT,2017-11-06,30000,07784345
BUY,CO-76728,UA,2016-04-27,50000,02858812
SELL,CO-76728,UA,2017-11-15,50000,02858812
BUY,CO-76728,AMD,2016-04-18,70000,03790811
SELL,CO-76728,AMD,2016-08-09,70000,03790811
BUY,CO-76728,DIS,2016-05-10,90000,07513084
SELL,CO-76728,DIS,2016-12-30,90000,07513084
BUY,CO-76728,CMG,2016-06-30,40000,06750218
SELL,CO-76728,CMG,2017-09-28,40000,06750218
BUY,CO-76728,DIS,2016-06-28,80000,08766129
SELL,CO-76728,DIS,2016-08-26,80000,08766129
BUY,CO-76728,UA,2016-07-15,90000,06437664
SELL,CO-76728,UA,2017-07-26,90000,06437664
BUY,CO-76728,AMD,2016-05-10,60000,01570832
SELL,CO-76728,AMD,2017-03-03,60000,01570832
BUY,CO-76728,CMG,2016-07-27,50000,06645114
SELL,CO-76728,CMG,2018-01-26,50000,06645114
BUY,CO-76728,MSFT,2016-06-14,30000,09246145
SELL,CO-76728,MSFT,2017-11-27,30000,09246145
BUY,CO-76728,DIS,2016-04-26,90000,01493609
SELL,CO-76728,DIS,2016-09-27,90000,01493609
BUY,CO-76728,CRM,2016-04-11,60000,07647302
SELL,CO-76728,CRM,2016-06-28,60000,07647302
BUY,CO-76728,MSFT,2016-06-10,40000,05244310
SELL,CO-76728,MSFT,2016-12-19,40000,05244310
BUY,CO-76728,COF,2016-06-07,30000,08501876
SELL,CO-76728,COF,2016-10-19,30000,08501876
BUY,CO-76728,AMD,2016-06-30,70000,03462011
SELL,CO-76728,AMD,2018-01-19,70000,03462011
BUY,CO-76728,SQ,2016-06-06,70000,02026562
SELL,CO-76728,SQ,2017-03-15,70000,02026562
BUY,CO-76728,SQ,2016-07-14,50000,07668396
SELL,CO-76728,SQ,2017-06-29,50000,07668396
BUY,CO-76728,INTC,2016-04-28,90000,06177160
SELL,CO-76728,INTC,2017-03-21,90000,06177160
BUY,CO-76728,SQ,2016-06-29,10000,09104379
SELL,CO-76728,SQ,2017-04-12,10000,09104379
BUY,CO-76728,AMD,2016-08-04,90000,07149916
SELL,CO-76728,AMD,2017-07-06,90000,07149916
BUY,CO-76728,CMG,2016-06-16,50000,06312338
SELL,CO-76728,CMG,2016-10-20,50000,06312338
BUY,CO-76728,CRM,2016-05-09,30000,08351653
SELL,CO-76728,CRM,2016-08-05,30000,08351653
BUY,CO-76728,SQ,2016-08-05,50000,08404928
SELL,CO-76728,SQ,2017-11-28,50000,08404928
BUY,CO-76728,CRM,2016-05-31,90000,08127470
SELL,CO-76728,CRM,2017-10-20,90000,08127470
BUY,CO-76728,INTC,2016-04-12,30000,04720103
SELL,CO-76728,INTC,2016-06-14,30000,04720103
BUY,CO-76728,UA,2016-05-16,80000,04217489
SELL,CO-76728,UA,2016-10-14,80000,04217489
BUY,CO-76728,MSFT,2016-05-20,20000,09966796
SELL,CO-76728,MSFT,2017-11-07,20000,09966796
BUY,CO-76728,CRM,2016-06-14,50000,02771381
SELL,CO-76728,CRM,2017-01-13,50000,02771381
BUY,CO-76728,UA,2016-04-19,20000,02533863
SELL,CO-76728,UA,2016-06-27,20000,02533863
BUY,CO-76728,CMG,2016-06-16,10000,06725546
SELL,CO-76728,CMG,2017-05-15,10000,06725546
BUY,CO-76728,MSFT,2016-05-13,70000,05240421
SELL,CO-76728,MSFT,2017-03-08,70000,05240421
BUY,CO-76728,INTC,2016-04-29,30000,08635857
SELL,CO-76728,INTC,2017-02-28,30000,08635857
BUY,CO-76728,CMG,2016-05-13,80000,06295221
SELL,CO-76728,CMG,2017-06-29,80000,06295221
BUY,CO-76728,MSFT,2016-05-13,20000,05184804
SELL,CO-76728,MSFT,2017-02-27,20000,05184804
BUY,CO-76728,CMG,2016-06-06,50000,07722488
SELL,CO-76728,CMG,2016-10-20,50000,07722488
BUY,CO-76728,INTC,2016-05-17,60000,05986771
SELL,CO-76728,INTC,2017-09-07,60000,05986771
BUY,CO-76728,UA,2016-05-31,30000,05898370
SELL,CO-76728,UA,2016-12-15,30000,05898370
BUY,CO-76728,DIS,2016-04-29,90000,05757585
SELL,CO-76728,DIS,2016-08-24,90000,05757585
BUY,CO-76728,DIS,2016-05-12,40000,06667661
SELL,CO-76728,DIS,2016-08-03,40000,06667661
BUY,CO-76728,NKE,2016-04-08,40000,01797455
SELL,CO-76728,NKE,2017-10-03,40000,01797455
BUY,CO-76728,COF,2016-05-03,30000,05185202
SELL,CO-76728,COF,2017-09-19,30000,05185202
BUY,CO-76728,UA,2016-08-08,50000,05571481
SELL,CO-76728,UA,2016-11-01,50000,05571481
BUY,CO-76728,INTC,2016-07-19,60000,05096563
SELL,CO-76728,INTC,2017-10-05,60000,05096563
BUY,CO-76728,AMD,2016-08-09,80000,06095457
SELL,CO-76728,AMD,2017-10-23,80000,06095457
BUY,CO-76728,NKE,2016-04-12,60000,06404995
SELL,CO-76728,NKE,2017-02-23,60000,06404995
BUY,CO-76728,DIS,2016-05-19,10000,06255952
SELL,CO-76728,DIS,2016-10-11,10000,06255952
BUY,CO-76728,AMD,2016-04-27,70000,03491733
SELL,CO-76728,AMD,2017-04-06,70000,03491733
BUY,CO-76728,UA,2016-07-27,80000,08802994
SELL,CO-76728,UA,2016-11-10,80000,08802994
BUY,CO-76728,DIS,2016-05-26,10000,06893244
SELL,CO-76728,DIS,2017-01-04,10000,06893244
BUY,CO-76728,NKE,2016-07-19,80000,06211317
SELL,CO-76728,NKE,2017-11-08,80000,06211317
BUY,CO-76728,UA,2016-05-25,30000,05403344
SELL,CO-76728,UA,2016-09-22,30000,05403344
BUY,CO-76728,DIS,2016-06-15,30000,05315962
SELL,CO-76728,DIS,2017-08-15,30000,05315962
BUY,CO-76728,CMG,2016-04-14,40000,06685480
SELL,CO-76728,CMG,2017-03-13,40000,06685480
BUY,CO-76728,UA,2016-06-30,90000,05642971
SELL,CO-76728,UA,2016-08-25,90000,05642971
BUY,CO-76728,MSFT,2016-05-25,50000,06631012
SELL,CO-76728,MSFT,2016-10-24,50000,06631012
BUY,CO-76728,COF,2016-05-19,40000,09552860
SELL,CO-76728,COF,2017-07-28,40000,09552860
BUY,CO-76728,COF,2016-06-30,20000,01209874
SELL,CO-76728,COF,2016-09-14,20000,01209874
BUY,CO-76728,MSFT,2016-04-21,50000,05089656
SELL,CO-76728,MSFT,2017-03-27,50000,05089656
BUY,CO-76728,AMD,2016-06-22,70000,01019597
SELL,CO-76728,AMD,2017-11-17,70000,01019597
BUY,CO-76728,MSFT,2016-04-18,30000,07812965
SELL,CO-76728,MSFT,2017-05-30,30000,07812965
BUY,CO-76728,CMG,2016-05-10,80000,01122000
SELL,CO-76728,CMG,2017-08-25,80000,01122000
BUY,CO-76728,COF,2016-08-03,70000,07683777
SELL,CO-76728,COF,2018-02-28,70000,07683777
BUY,CO-76728,SQ,2016-04-11,80000,08791237
SELL,CO-76728,SQ,2017-07-17,80000,08791237
BUY,CO-76728,SQ,2016-04-13,70000,09452477
SELL,CO-76728,SQ,2017-05-30,70000,09452477
BUY,CO-76728,UA,2016-04-15,20000,04230121
SELL,CO-76728,UA,2016-07-28,20000,04230121
BUY,CO-76728,DIS,2016-04-15,30000,08179404
SELL,CO-76728,DIS,2016-10-27,30000,08179404
BUY,CO-76728,UA,2016-05-25,10000,07749879
SELL,CO-76728,UA,2017-02-01,10000,07749879
BUY,CO-76728,DIS,2016-04-08,90000,05075915
SELL,CO-76728,DIS,2017-05-04,90000,05075915
BUY,CO-76728,CMG,2016-06-23,40000,07182486
SELL,CO-76728,CMG,2016-12-20,40000,07182486
BUY,CO-76728,COF,2016-07-29,50000,04199468
SELL,CO-76728,COF,2017-06-22,50000,04199468
BUY,CO-76728,CRM,2016-05-17,10000,05282099
SELL,CO-76728,CRM,2017-11-20,10000,05282099
BUY,CO-76728,NKE,2016-05-26,10000,03498231
SELL,CO-76728,NKE,2017-11-14,10000,03498231
BUY,CO-76728,INTC,2016-06-13,90000,07688726
SELL,CO-76728,INTC,2017-06-15,90000,07688726
BUY,CO-76728,AMD,2016-05-18,20000,04184994
SELL,CO-76728,AMD,2017-09-26,20000,04184994
BUY,CO-76728,COF,2016-07-06,90000,08695670
SELL,CO-76728,COF,2017-10-09,90000,08695670
BUY,CO-76728,AMD,2016-04-07,80000,09076770
SELL,CO-76728,AMD,2017-09-08,80000,09076770
BUY,CO-76728,AMD,2016-04-22,70000,02623022
SELL,CO-76728,AMD,2017-11-21,70000,02623022
BUY,CO-76728,DIS,2016-05-09,50000,02074251
SELL,CO-76728,DIS,2017-03-16,50000,02074251
BUY,CO-76728,SQ,2016-08-03,80000,03329214
SELL,CO-76728,SQ,2018-01-04,80000,03329214
BUY,CO-76728,MSFT,2016-05-06,40000,08982474
SELL,CO-76728,MSFT,2017-06-20,40000,08982474
BUY,CO-76728,SQ,2016-06-23,80000,04088449
SELL,CO-76728,SQ,2017-05-12,80000,04088449
BUY,CO-76728,DIS,2016-06-10,80000,06951037
SELL,CO-76728,DIS,2017-10-27,80000,06951037
BUY,CO-76728,CRM,2016-07-11,40000,02850118
SELL,CO-76728,CRM,2018-01-18,40000,02850118
BUY,CO-76728,NKE,2016-07-27,40000,06374651
SELL,CO-76728,NKE,2017-08-25,40000,06374651
BUY,CO-76728,CMG,2016-07-14,70000,02232988
SELL,CO-76728,CMG,2016-11-07,70000,02232988
BUY,CO-76728,INTC,2016-06-14,50000,05509474
SELL,CO-76728,INTC,2017-05-23,50000,05509474
BUY,CO-76728,CRM,2016-04-12,20000,08877701
SELL,CO-76728,CRM,2017-06-13,20000,08877701
BUY,CO-76728,UA,2016-07-20,60000,09377238
SELL,CO-76728,UA,2018-02-09,60000,09377238
BUY,CO-76728,DIS,2016-06-01,50000,04863491
SELL,CO-76728,DIS,2017-10-26,50000,04863491
BUY,CO-76728,NKE,2016-05-16,20000,01198500
SELL,CO-76728,NKE,2017-10-16,20000,01198500
BUY,CO-76728,COF,2016-05-09,30000,02445362
SELL,CO-76728,COF,2017-08-02,30000,02445362
BUY,CO-76728,DIS,2016-07-25,50000,05574380
SELL,CO-76728,DIS,2017-05-22,50000,05574380
BUY,CO-76728,INTC,2016-07-13,70000,05722361
SELL,CO-76728,INTC,2017-11-02,70000,05722361
BUY,CO-76728,MSFT,2016-05-19,20000,04558286
SELL,CO-76728,MSFT,2016-09-27,20000,04558286
BUY,CO-76728,CRM,2016-06-09,50000,05205670
SELL,CO-76728,CRM,2016-10-28,50000,05205670
BUY,CO-76728,CMG,2016-08-02,80000,06782532
SELL,CO-76728,CMG,2017-07-14,80000,06782532
BUY,CO-76728,CMG,2016-08-08,60000,01479290
SELL,CO-76728,CMG,2017-04-20,60000,01479290
BUY,CO-76728,DIS,2016-07-05,10000,06205239
SELL,CO-76728,DIS,2017-08-14,10000,06205239
BUY,CO-76728,COF,2016-07-26,10000,05653849
SELL,CO-76728,COF,2017-05-31,10000,05653849
BUY,CO-76728,CMG,2016-05-11,10000,02128495
SELL,CO-76728,CMG,2016-12-19,10000,02128495
BUY,CO-76728,MSFT,2016-07-14,20000,01432536
SELL,CO-76728,MSFT,2018-01-08,20000,01432536
BUY,CO-76728,AMD,2016-04-20,60000,09824158
SELL,CO-76728,AMD,2016-07-01,60000,09824158
BUY,CO-76728,SQ,2016-04-26,60000,08496613
SELL,CO-76728,SQ,2017-03-06,60000,08496613
BUY,CO-76728,SQ,2016-04-15,10000,05669671
SELL,CO-76728,SQ,2017-01-26,10000,05669671
BUY,CO-76728,UA,2016-07-26,50000,03580010
SELL,CO-76728,UA,2017-04-04,50000,03580010
BUY,CO-76728,UA,2016-06-01,40000,06119104
SELL,CO-76728,UA,2017-09-25,40000,06119104
BUY,CO-76728,CMG,2016-05-02,80000,01951616
SELL,CO-76728,CMG,2017-09-18,80000,01951616
BUY,CO-76728,AMD,2016-06-29,50000,05327787
SELL,CO-76728,AMD,2017-05-22,50000,05327787
BUY,CO-76728,MSFT,2016-04-14,60000,02989072
SELL,CO-76728,MSFT,2016-07-21,60000,02989072
BUY,CO-76728,MSFT,2016-04-19,30000,03213474
SELL,CO-76728,MSFT,2017-05-05,30000,03213474
BUY,CO-76728,NKE,2016-04-07,10000,06440854
SELL,CO-76728,NKE,2017-10-11,10000,06440854
BUY,CO-76728,NKE,2016-06-14,40000,04846484
SELL,CO-76728,NKE,2016-09-20,40000,04846484
BUY,CO-76728,MSFT,2016-07-05,80000,09958174
SELL,CO-76728,MSFT,2017-10-24,80000,09958174
BUY,CO-76728,UA,2016-05-20,40000,04642490
SELL,CO-76728,UA,2017-10-09,40000,04642490
BUY,CO-76728,SQ,2016-08-01,10000,01296726
SELL,CO-76728,SQ,2017-09-08,10000,01296726
BUY,CO-76728,NKE,2016-04-07,70000,02025860
